source_name,source_prefecture,source_municipality,result_status,matched_name,matched_prefecture,matched_municipality,address,lat,lon,source_url,notes
ビバモール甲斐敷島,山梨県,甲斐市,found_google_maps_preferred,ビバモール甲斐敷島,山梨県,甲斐市,山梨県甲斐市中下条2000-1,35.679108,138.534622,https://www.google.com/maps/search/?api=1&query=%E3%83%93%E3%83%90%E3%83%A2%E3%83%BC%E3%83%AB%E7%94%B2%E6%96%90%E6%95%B7%E5%B3%B6,google_maps_name_match_gsi_block_level_point
グランデュオ蒲田,東京都,大田区,found_google_maps_preferred,グランデュオ蒲田,東京都,大田区,東京都大田区西蒲田7丁目68-1,35.562431,139.715424,https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%87%E3%83%A5%E3%82%AA%E8%92%B2%E7%94%B0,google_maps_name_match_gsi_block_level_point
アル・プラザ鹿島,石川県,鹿島郡中能登町,found_google_maps_preferred,アル・プラザ鹿島,石川県,鹿島郡中能登町,石川県鹿島郡中能登町井田と部1-1,36.957989,136.915115,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%AB%E3%83%BB%E3%83%97%E3%83%A9%E3%82%B6%E9%B9%BF%E5%B3%B6,google_maps_name_match_gsi_town_block_point
OSCデオシティ新座,埼玉県,新座市,found_google_maps_preferred,OSCデオシティ新座,埼玉県,新座市,埼玉県新座市中野2丁目1-38,35.817535,139.549271,https://www.google.com/maps/search/?api=1&query=OSC%E3%83%87%E3%82%AA%E3%82%B7%E3%83%86%E3%82%A3%E6%96%B0%E5%BA%A7,google_maps_name_match_gsi_address_point
メイワン,静岡県,浜松市中央区,found_google_maps_preferred,メイワン,静岡県,浜松市中央区,静岡県浜松市中央区砂山町6-1,34.703781,137.734451,https://www.google.com/maps/search/?api=1&query=%E3%83%A1%E3%82%A4%E3%83%AF%E3%83%B3,google_maps_name_match_gsi_block_level_point
ウエステ垂水,兵庫県,神戸市垂水区,found_google_maps_preferred,ウエステ垂水,兵庫県,神戸市垂水区,兵庫県神戸市垂水区天ノ下町1-1,34.629604,135.053192,https://www.google.com/maps/search/?api=1&query=%E3%82%A6%E3%82%A8%E3%82%B9%E3%83%86%E5%9E%82%E6%B0%B4,google_maps_name_match_gsi_address_point
丸の内ビルディング,東京都,千代田区,found_google_maps_preferred,丸の内ビルディング,東京都,千代田区,東京都千代田区丸の内2丁目4-1,35.681046,139.763794,https://www.google.com/maps/search/?api=1&query=%E4%B8%B8%E3%81%AE%E5%86%85%E3%83%93%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0,google_maps_name_match_gsi_block_level_point
イオンタウン青森浜田,青森県,青森市,found_google_maps_preferred,イオンタウン青森浜田,青森県,青森市,青森県青森市浜田玉川196-11,40.799046,140.759537,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E9%9D%92%E6%A3%AE%E6%B5%9C%E7%94%B0,google_maps_name_match_gsi_block_level_point
フォレオ広島東,広島県,広島市東区,found_google_maps_preferred,フォレオ広島東,広島県,広島市東区,広島県広島市東区温品1丁目3-2,34.405540,132.503922,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%82%A9%E3%83%AC%E3%82%AA%E5%BA%83%E5%B3%B6%E6%9D%B1,google_maps_name_match_gsi_address_point
コスタ行橋,福岡県,行橋市,found_google_maps_preferred,コスタ行橋,福岡県,行橋市,福岡県行橋市西泉6丁目1-1,33.717815,130.972336,https://www.google.com/maps/search/?api=1&query=%E3%82%B3%E3%82%B9%E3%82%BF%E8%A1%8C%E6%A9%8B,google_maps_name_match_gsi_block_level_point
ゆめタウン防府,山口県,防府市,found_google_maps_preferred,ゆめタウン防府,山口県,防府市,山口県防府市八王子2丁目8-8,34.057621,131.568008,https://www.google.com/maps/search/?api=1&query=%E3%82%86%E3%82%81%E3%82%BF%E3%82%A6%E3%83%B3%E9%98%B2%E5%BA%9C,google_maps_name_match_gsi_address_point
ユーカリプラザ,千葉県,佐倉市,found_google_maps_preferred,ユーカリプラザ,千葉県,佐倉市,千葉県佐倉市ユーカリが丘4丁目1-4,35.724117,140.155167,https://www.google.com/maps/search/?api=1&query=%E3%83%A6%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%97%E3%83%A9%E3%82%B6,google_maps_name_match_gsi_block_level_point
ベイスクエア津 ラッツ,三重県,津市,found_google_maps_preferred,ベイスクエア津 ラッツ,三重県,津市,三重県津市藤方716,34.6831999,136.5188818,https://www.google.com/maps/search/?api=1&query=%E3%83%99%E3%82%A4%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%E6%B4%A5%20%E3%83%A9%E3%83%83%E3%83%84,google_maps_name_match_existing_facility_candidate
横浜ベイクォーター,神奈川県,横浜市神奈川区,found_google_maps_preferred,横浜ベイクォーター,神奈川県,横浜市神奈川区,神奈川県横浜市神奈川区金港町1-10,35.4665807,139.6264640,https://www.google.com/maps/search/?api=1&query=%E6%A8%AA%E6%B5%9C%E3%83%99%E3%82%A4%E3%82%AF%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC,google_maps_name_match_existing_facility_candidate
アピタ桑名店,三重県,桑名市,found_google_maps_preferred,アピタ桑名店,三重県,桑名市,三重県桑名市中央町3丁目21,35.0641119,136.6877964,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%94%E3%82%BF%E6%A1%91%E5%90%8D%E5%BA%97,google_maps_name_match_existing_facility_candidate
イオン加賀の里店,石川県,加賀市,found_google_maps_preferred,イオン加賀の里店,石川県,加賀市,石川県加賀市上河崎町47-1,36.3066486,136.3470109,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E5%8A%A0%E8%B3%80%E3%81%AE%E9%87%8C%E5%BA%97,google_maps_name_match_existing_facility_candidate
ジョー・プラ,愛媛県,松山市,found_google_maps_preferred,ジョー・プラ,愛媛県,松山市,愛媛県松山市朝生田町5丁目1-25,33.8210127,132.7729116,https://www.google.com/maps/search/?api=1&query=%E3%82%B8%E3%83%A7%E3%83%BC%E3%83%BB%E3%83%97%E3%83%A9,google_maps_name_match_existing_facility_candidate
イオン小千谷店,新潟県,小千谷市,found_google_maps_preferred,イオン小千谷店,新潟県,小千谷市,新潟県小千谷市平沢新田字荒田339,37.3198466,138.7940411,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E5%B0%8F%E5%8D%83%E8%B0%B7%E5%BA%97,google_maps_name_match_existing_facility_candidate
さんプラザ,兵庫県,神戸市中央区,found_google_maps_preferred,さんプラザ,兵庫県,神戸市中央区,兵庫県神戸市中央区三宮町1丁目8-1,34.6921503,135.1932046,https://www.google.com/maps/search/?api=1&query=%E3%81%95%E3%82%93%E3%83%97%E3%83%A9%E3%82%B6,google_maps_name_match_existing_facility_candidate
イオンスタイル東神奈川,神奈川県,横浜市神奈川区,found_google_maps_preferred,イオンスタイル東神奈川,神奈川県,横浜市神奈川区,神奈川県横浜市神奈川区富家町1,35.4800785,139.6334558,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E6%9D%B1%E7%A5%9E%E5%A5%88%E5%B7%9D,google_maps_name_match_existing_facility_candidate
イオンタウン矢本,宮城県,東松島市,found_google_maps_preferred,イオンタウン矢本,宮城県,東松島市,宮城県東松島市小松字上浮足43,38.4260630,141.2033430,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E7%9F%A2%E6%9C%AC,google_maps_name_match_existing_facility_candidate
ルビットタウン中津川,岐阜県,中津川市,found_google_maps_preferred,ルビットタウン中津川,岐阜県,中津川市,岐阜県中津川市淀川町3-8,35.4981523,137.5077638,https://www.google.com/maps/search/?api=1&query=%E3%83%AB%E3%83%93%E3%83%83%E3%83%88%E3%82%BF%E3%82%A6%E3%83%B3%E4%B8%AD%E6%B4%A5%E5%B7%9D,google_maps_name_match_existing_facility_candidate
イオンもりの里店,石川県,金沢市,found_google_maps_preferred,イオンもりの里店,石川県,金沢市,石川県金沢市もりの里1丁目70,36.5518269,136.6898148,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%82%E3%82%8A%E3%81%AE%E9%87%8C%E5%BA%97,google_maps_name_match_existing_facility_candidate
イオンタウン千種,愛知県,名古屋市千種区,found_google_maps_preferred,イオンタウン千種,愛知県,名古屋市千種区,愛知県名古屋市千種区千種2丁目16-13,35.1616776,136.9237751,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E5%8D%83%E7%A8%AE,google_maps_name_match_existing_facility_candidate
ゆめタウン新南陽,山口県,周南市,found_google_maps_preferred,ゆめタウン新南陽,山口県,周南市,山口県周南市清水2丁目2-1,34.0706686,131.7724881,https://www.google.com/maps/search/?api=1&query=%E3%82%86%E3%82%81%E3%82%BF%E3%82%A6%E3%83%B3%E6%96%B0%E5%8D%97%E9%99%BD,google_maps_name_match_existing_facility_candidate
フレスポ赤穂,兵庫県,赤穂市,found_google_maps_preferred,フレスポ赤穂,兵庫県,赤穂市,兵庫県赤穂市中広2-8,34.7539589,134.3991839,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%AC%E3%82%B9%E3%83%9D%E8%B5%A4%E7%A9%82,google_maps_name_match_existing_facility_candidate
サンピア,千葉県,東金市,found_google_maps_preferred,サンピア,千葉県,東金市,千葉県東金市東岩崎8-10,35.5584891,140.3646962,https://www.google.com/maps/search/?api=1&query=%E3%82%B5%E3%83%B3%E3%83%94%E3%82%A2%20%E6%9D%B1%E9%87%91,google_maps_name_match_existing_facility_candidate
ラチッタデッラ,神奈川県,川崎市川崎区,found_google_maps_preferred,ラ チッタデッラ,神奈川県,川崎市川崎区,神奈川県川崎市川崎区小川町4-1,35.5281577,139.6978730,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%81%E3%83%83%E3%82%BF%E3%83%87%E3%83%83%E3%83%A9,google_maps_name_match_existing_facility_candidate
青木島ショッピングパーク,長野県,長野市,found_google_maps_preferred,青木島ショッピングパーク,長野県,長野市,長野県長野市青木島4丁目4-5,36.6135391,138.1770916,https://www.google.com/maps/search/?api=1&query=%E9%9D%92%E6%9C%A8%E5%B3%B6%E3%82%B7%E3%83%A7%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%83%91%E3%83%BC%E3%82%AF,google_maps_name_match_existing_facility_candidate
イオン時津ショッピングセンター,長崎県,西彼杵郡時津町,found_google_maps_preferred,イオン時津ショッピングセンター,長崎県,西彼杵郡時津町,長崎県西彼杵郡時津町浜田郷751-5,32.8312698,129.8630841,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E6%99%82%E6%B4%A5%E3%82%B7%E3%83%A7%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC,google_maps_name_match_existing_facility_candidate
新丸の内ビルディング,東京都,千代田区,found_google_maps_preferred,新丸の内ビルディング,東京都,千代田区,東京都千代田区丸の内1丁目5-1,35.6826907,139.7643437,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E4%B8%B8%E3%81%AE%E5%86%85%E3%83%93%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0,google_maps_name_match_existing_facility_candidate
イオン瀬戸みずの店,愛知県,瀬戸市,found_google_maps_preferred,イオン瀬戸みずの店,愛知県,瀬戸市,愛知県瀬戸市みずの坂2丁目253,35.2433707,137.0675485,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E7%80%AC%E6%88%B8%E3%81%BF%E3%81%9A%E3%81%AE%E5%BA%97,google_maps_name_match_existing_facility_candidate
イオン貝塚店,大阪府,貝塚市,found_google_maps_preferred,イオン貝塚店,大阪府,貝塚市,大阪府貝塚市地蔵堂74-2,34.4258636,135.3548817,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E8%B2%9D%E5%A1%9A%E5%BA%97,google_maps_name_match_existing_facility_candidate
パトリア東大宮,埼玉県,さいたま市見沼区,found_google_maps_preferred,パトリア東大宮,埼玉県,さいたま市見沼区,埼玉県さいたま市見沼区春野2丁目7-8,35.9569657,139.6594614,https://www.google.com/maps/search/?api=1&query=%E3%83%91%E3%83%88%E3%83%AA%E3%82%A2%E6%9D%B1%E5%A4%A7%E5%AE%AE,google_maps_name_match_existing_facility_candidate
ヨークタウン坂東,茨城県,坂東市,found_google_maps_preferred,ヨークタウン坂東,茨城県,坂東市,茨城県坂東市辺田1104-1,36.0381490,139.8909580,https://www.google.com/maps/search/?api=1&query=%E3%83%A8%E3%83%BC%E3%82%AF%E3%82%BF%E3%82%A6%E3%83%B3%E5%9D%82%E6%9D%B1,google_maps_name_match_existing_facility_candidate
イオンスタイル検見川浜,千葉県,千葉市美浜区,found_google_maps_preferred,イオンスタイル検見川浜,千葉県,千葉市美浜区,千葉県千葉市美浜区真砂4丁目2-6,35.6375380,140.0602250,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E6%A4%9C%E8%A6%8B%E5%B7%9D%E6%B5%9C,google_maps_name_match_existing_facility_candidate
イオンタウン平賀,青森県,平川市,found_google_maps_preferred,イオンタウン平賀,青森県,平川市,青森県平川市小和森上松岡193-1,40.5901403,140.5666965,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E5%B9%B3%E8%B3%80,google_maps_name_match_existing_facility_candidate
神戸ファッションマート,兵庫県,神戸市東灘区,found_google_maps_preferred,神戸ファッションマート,兵庫県,神戸市東灘区,兵庫県神戸市東灘区向洋町中6丁目9,34.6891856,135.2682641,https://www.google.com/maps/search/?api=1&query=%E7%A5%9E%E6%88%B8%E3%83%95%E3%82%A1%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%9E%E3%83%BC%E3%83%88,google_maps_name_match_existing_facility_candidate
イオンタウン多度津,香川県,仲多度郡多度津町,found_google_maps_preferred,イオンタウン多度津,香川県,仲多度郡多度津町,香川県仲多度郡多度津町北鴨2丁目10-1,34.2751830,133.7676906,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E5%A4%9A%E5%BA%A6%E6%B4%A5,google_maps_name_match_existing_facility_candidate
キラリナ京王吉祥寺,東京都,武蔵野市,found_google_maps_preferred,キラリナ京王吉祥寺,東京都,武蔵野市,東京都武蔵野市吉祥寺南町2丁目1-25,35.7028108,139.5800422,https://www.google.com/maps/search/?api=1&query=%E3%82%AD%E3%83%A9%E3%83%AA%E3%83%8A%E4%BA%AC%E7%8E%8B%E5%90%89%E7%A5%A5%E5%AF%BA,google_maps_name_match_existing_facility_candidate
アクロス能代,秋田県,能代市,found_google_maps_preferred,アクロス能代,秋田県,能代市,秋田県能代市字寺向70,40.1832552,140.0525176,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%82%AF%E3%83%AD%E3%82%B9%E8%83%BD%E4%BB%A3,google_maps_partial_name_match_existing_facility_candidate
ノバティながの,大阪府,河内長野市,found_google_maps_preferred,ノバティながの,大阪府,河内長野市,大阪府河内長野市本町24-1,34.4515607,135.5723607,https://www.google.com/maps/search/?api=1&query=%E3%83%8E%E3%83%90%E3%83%86%E3%82%A3%E3%81%AA%E3%81%8C%E3%81%AE,google_maps_name_match_existing_facility_candidate
ヨークパーク,福島県,郡山市,found_google_maps_preferred,ヨークパーク,福島県,郡山市,福島県郡山市西ノ内2丁目11-40,37.4076223,140.3641039,https://www.google.com/maps/search/?api=1&query=%E3%83%A8%E3%83%BC%E3%82%AF%E3%83%91%E3%83%BC%E3%82%AF,google_maps_name_match_existing_facility_candidate
アスピア明石,兵庫県,明石市,found_google_maps_preferred,アスピア明石,兵庫県,明石市,兵庫県明石市東仲ノ町6-1,34.6477711,134.9952866,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%82%B9%E3%83%94%E3%82%A2%E6%98%8E%E7%9F%B3,google_maps_name_match_existing_facility_candidate
ウィラ大井,東京都,品川区,found_google_maps_preferred,ウィラ大井,東京都,品川区,東京都品川区勝島1丁目6-16,35.5965790,139.7450090,https://www.google.com/maps/search/?api=1&query=%E3%82%A6%E3%82%A3%E3%83%A9%E5%A4%A7%E4%BA%95,google_maps_name_match_existing_facility_candidate
アピタ北方,岐阜県,本巣郡北方町,found_google_maps_preferred,アピタ北方店,岐阜県,本巣郡北方町,岐阜県本巣郡北方町平成2丁目3,35.4326885,136.6814081,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%94%E3%82%BF%E5%8C%97%E6%96%B9%E5%BA%97,google_maps_name_match_existing_facility_candidate
イオンタウン彦根,滋賀県,彦根市,found_google_maps_preferred,イオンタウン彦根,滋賀県,彦根市,滋賀県彦根市古沢町255-1,35.2703778,136.2684023,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E5%BD%A6%E6%A0%B9,google_maps_name_match_existing_facility_candidate
イオンタウン姫路,兵庫県,姫路市,found_google_maps_preferred,イオンタウン姫路,兵庫県,姫路市,兵庫県姫路市延末435-3,34.8255594,134.6826164,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E5%A7%AB%E8%B7%AF,google_maps_name_match_existing_facility_candidate
イトーヨーカドー幕張店,千葉県,千葉市花見川区,found_google_maps_preferred,イトーヨーカドー幕張店,千葉県,千葉市花見川区,千葉県千葉市花見川区幕張町4丁目417-25,35.6569440,140.0510100,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%83%88%E3%83%BC%E3%83%A8%E3%83%BC%E3%82%AB%E3%83%89%E3%83%BC%E5%B9%95%E5%BC%B5%E5%BA%97,google_maps_name_match_existing_facility_candidate
MINANO (ミナノ),東京都,府中市,found_google_maps_preferred,MINANO,東京都,府中市,東京都府中市片町3丁目22-26,35.6671207,139.4694648,https://www.google.com/maps/search/?api=1&query=MINANO,google_maps_name_match_existing_facility_candidate
サンリブ古賀,福岡県,古賀市,found_google_maps_preferred,サンリブ古賀,福岡県,古賀市,福岡県古賀市天神2丁目5-1,33.7345014,130.4665264,https://www.google.com/maps/search/?api=1&query=%E3%82%B5%E3%83%B3%E3%83%AA%E3%83%96%E5%8F%A4%E8%B3%80,google_maps_name_match_existing_facility_candidate
ちとせモール,北海道,千歳市,found_google_maps_preferred,ちとせモール,北海道,千歳市,北海道千歳市勇舞8丁目1-1,42.8541738,141.6265663,https://www.google.com/maps/search/?api=1&query=%E3%81%A1%E3%81%A8%E3%81%9B%E3%83%A2%E3%83%BC%E3%83%AB,google_maps_name_match_existing_facility_candidate
仙台泉プレミアム・アウトレット,宮城県,仙台市泉区,found_google_maps_preferred,仙台泉プレミアム・アウトレット,宮城県,仙台市泉区,宮城県仙台市泉区寺岡6丁目1-1,38.3415949,140.8372476,https://www.google.com/maps/search/?api=1&query=%E4%BB%99%E5%8F%B0%E6%B3%89%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0%E3%83%BB%E3%82%A2%E3%82%A6%E3%83%88%E3%83%AC%E3%83%83%E3%83%88,google_maps_name_match_existing_facility_candidate
京阪モール,大阪府,大阪市都島区,found_google_maps_preferred,京阪モール,大阪府,大阪市都島区,大阪府大阪市都島区東野田町2丁目1-38,34.6972438,135.5325453,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%98%AA%E3%83%A2%E3%83%BC%E3%83%AB,google_maps_name_match_existing_facility_candidate
フレスポ深堀,長崎県,長崎市,found_google_maps_preferred,フレスポ深堀,長崎県,長崎市,長崎県長崎市深堀町1丁目145-24,32.6842535,129.8345410,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%AC%E3%82%B9%E3%83%9D%E6%B7%B1%E5%A0%80,google_maps_name_match_existing_facility_candidate
ヨークタウン足利,栃木県,足利市,found_google_maps_preferred,ヨークタウン足利,栃木県,足利市,栃木県足利市朝倉町2丁目21-16,36.3160269,139.4449379,https://www.google.com/maps/search/?api=1&query=%E3%83%A8%E3%83%BC%E3%82%AF%E3%82%BF%E3%82%A6%E3%83%B3%E8%B6%B3%E5%88%A9,google_maps_name_match_existing_facility_candidate
川越マイン,埼玉県,川越市,found_google_maps_preferred,川越マイン,埼玉県,川越市,埼玉県川越市脇田町103,35.9071508,139.4841107,https://www.google.com/maps/search/?api=1&query=%E5%B7%9D%E8%B6%8A%E3%83%9E%E3%82%A4%E3%83%B3,google_maps_name_match_existing_facility_candidate
イトーヨーカドー大森店,東京都,大田区,found_google_maps_preferred,イトーヨーカドー大森店,東京都,大田区,東京都大田区大森北2丁目13-1,35.5871480,139.7331850,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%83%88%E3%83%BC%E3%83%A8%E3%83%BC%E3%82%AB%E3%83%89%E3%83%BC%E5%A4%A7%E6%A3%AE%E5%BA%97,google_maps_name_match_existing_facility_candidate
そよら古川橋駅前,大阪府,門真市,found_google_maps_preferred,そよら古川橋駅前,大阪府,門真市,大阪府門真市末広町41-2,34.7387083,135.5915589,https://www.google.com/maps/search/?api=1&query=%E3%81%9D%E3%82%88%E3%82%89%E5%8F%A4%E5%B7%9D%E6%A9%8B%E9%A7%85%E5%89%8D,google_maps_name_match_existing_facility_candidate
あきるのプレイス,東京都,あきる野市,found_google_maps_preferred,あきるのプレイス,東京都,あきる野市,東京都あきる野市秋川1丁目17-1,35.7308827,139.2873361,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%81%8D%E3%82%8B%E3%81%AE%E3%83%97%E3%83%AC%E3%82%A4%E3%82%B9,google_maps_name_match_existing_facility_candidate
フレスポスズランプラザ,北海道,帯広市,found_google_maps_preferred,フレスポスズランプラザ,北海道,帯広市,北海道帯広市稲田町南8線西10-1,42.8901307,143.1979626,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%AC%E3%82%B9%E3%83%9D%E3%82%B9%E3%82%BA%E3%83%A9%E3%83%B3%E3%83%97%E3%83%A9%E3%82%B6,google_maps_name_match_existing_facility_candidate
サンシャインワーフ神戸,兵庫県,神戸市東灘区,found_google_maps_preferred,サンシャインワーフ神戸,兵庫県,神戸市東灘区,兵庫県神戸市東灘区青木1丁目2-34,34.7147729,135.2861253,https://www.google.com/maps/search/?api=1&query=%E3%82%B5%E3%83%B3%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%B3%E3%83%AF%E3%83%BC%E3%83%95%E7%A5%9E%E6%88%B8,google_maps_name_match_existing_facility_candidate
イオンタウン須賀川,福島県,須賀川市,found_google_maps_preferred,イオンタウン須賀川,福島県,須賀川市,福島県須賀川市古河105,37.2977511,140.3849139,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E9%A0%88%E8%B3%80%E5%B7%9D,google_maps_name_match_existing_facility_candidate
MEGAドン・キホーテ西帯広店,北海道,帯広市,found_google_maps_preferred,MEGAドン・キホーテ西帯広店,北海道,帯広市,北海道帯広市西21条南4丁目1,42.9118292,143.1436362,https://www.google.com/maps/search/?api=1&query=MEGA%E3%83%89%E3%83%B3%E3%83%BB%E3%82%AD%E3%83%9B%E3%83%BC%E3%83%86%E8%A5%BF%E5%B8%AF%E5%BA%83%E5%BA%97,google_maps_name_match_existing_facility_candidate
MEGAドン・キホーテ三郷店,埼玉県,三郷市,found_google_maps_preferred,MEGAドン・キホーテ三郷店,埼玉県,三郷市,埼玉県三郷市さつき平1丁目1-1,35.8529310,139.8681420,https://www.google.com/maps/search/?api=1&query=MEGA%E3%83%89%E3%83%B3%E3%83%BB%E3%82%AD%E3%83%9B%E3%83%BC%E3%83%86%E4%B8%89%E9%83%B7%E5%BA%97,google_maps_name_match_existing_facility_candidate
日清プラザ,静岡県,三島市,found_google_maps_preferred,日清プラザ,静岡県,三島市,静岡県三島市中田町9-30,35.1133557,138.9192995,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%B8%85%E3%83%97%E3%83%A9%E3%82%B6,google_maps_name_match_existing_facility_candidate
アル・プラザ野洲,滋賀県,野洲市,found_google_maps_preferred,アル・プラザ野洲,滋賀県,野洲市,滋賀県野洲市小篠原1000,35.0649574,136.0266657,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%AB%E3%83%BB%E3%83%97%E3%83%A9%E3%82%B6%E9%87%8E%E6%B4%B2,google_maps_name_match_existing_facility_candidate
イトーヨーカドー国領店,東京都,調布市,found_google_maps_preferred,イトーヨーカドー国領店,東京都,調布市,東京都調布市国領町8丁目2-64,35.6475020,139.5639080,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%83%88%E3%83%BC%E3%83%A8%E3%83%BC%E3%82%AB%E3%83%89%E3%83%BC%E5%9B%BD%E9%A0%98%E5%BA%97,google_maps_name_match_existing_facility_candidate
エムズモール,京都府,宇治市,found_google_maps_preferred,エムズモール,京都府,宇治市,京都府宇治市槇島町清水48,34.9161677,135.7830945,https://www.google.com/maps/search/?api=1&query=%E3%82%A8%E3%83%A0%E3%82%BA%E3%83%A2%E3%83%BC%E3%83%AB,google_maps_name_match_existing_facility_candidate
えるむプラザ,兵庫県,三田市,found_google_maps_preferred,えるむプラザ,兵庫県,三田市,兵庫県三田市すずかけ台2丁目3-1,34.9024799,135.1912927,https://www.google.com/maps/search/?api=1&query=%E3%81%88%E3%82%8B%E3%82%80%E3%83%97%E3%83%A9%E3%82%B6,google_maps_name_match_existing_facility_candidate
フジグラン安芸,広島県,安芸郡坂町,found_google_maps_preferred,フジグラン安芸,広島県,安芸郡坂町,広島県安芸郡坂町北新地2丁目3-30,34.3496787,132.5187752,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%82%B8%E3%82%B0%E3%83%A9%E3%83%B3%E5%AE%89%E8%8A%B8,google_maps_name_match_existing_facility_candidate
フレスポ御所野,秋田県,秋田市,found_google_maps_preferred,フレスポ御所野,秋田県,秋田市,秋田県秋田市御所野元町1丁目1-1,39.6616717,140.1641431,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%AC%E3%82%B9%E3%83%9D%E5%BE%A1%E6%89%80%E9%87%8E,google_maps_name_match_existing_facility_candidate
nORBESA (ノルベサ),北海道,札幌市中央区,found_google_maps_preferred,nORBESA,北海道,札幌市中央区,北海道札幌市中央区南3条西5丁目1-1,43.0560839,141.3509848,https://www.google.com/maps/search/?api=1&query=nORBESA,google_maps_name_match_existing_facility_candidate
エビスタ西宮,兵庫県,西宮市,found_google_maps_preferred,エビスタ西宮,兵庫県,西宮市,兵庫県西宮市田中町1-6,34.7371815,135.3380262,https://www.google.com/maps/search/?api=1&query=%E3%82%A8%E3%83%93%E3%82%B9%E3%82%BF%E8%A5%BF%E5%AE%AE,google_maps_name_match_existing_facility_candidate
フレスポ春日浦,大分県,大分市,found_google_maps_preferred,フレスポ春日浦,大分県,大分市,大分県大分市王子北町5-9,33.2448337,131.5955548,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%AC%E3%82%B9%E3%83%9D%E6%98%A5%E6%97%A5%E6%B5%A6,google_maps_name_match_existing_facility_candidate
